candidate_id,task_id,completion_time,errors_count,safety_violations,test_cases_passed,code_complexity,review_score
CAND_32,TASK_1,69,0,0,86,9,7.8
CAND_7,TASK_4,46,3,0,93,9,8.9
CAND_25,TASK_8,86,2,0,93,12,9.3
CAND_29,TASK_9,84,1,0,95,8,9.7
CAND_4,TASK_8,68,1,0,86,11,9.0
CAND_11,TASK_15,48,2,0,89,12,10.0
CAND_26,TASK_12,71,3,0,90,13,7.6
CAND_45,TASK_19,46,1,0,93,14,9.5
CAND_47,TASK_11,50,0,0,89,12,8.9
CAND_47,TASK_9,82,0,0,85,8,8.0
CAND_20,TASK_9,85,1,0,94,5,9.8
CAND_27,TASK_2,50,3,0,90,5,9.9
CAND_5,TASK_6,54,3,0,97,14,9.0
CAND_46,TASK_13,77,1,0,90,6,8.6
CAND_43,TASK_12,12,9,2,68,22,2.8
CAND_28,TASK_12,72,0,0,100,6,9.6
CAND_48,TASK_12,45,0,0,100,8,9.9
CAND_38,TASK_18,50,0,0,93,6,8.8
CAND_34,TASK_17,65,1,0,88,7,9.2
CAND_8,TASK_13,82,2,0,89,6,9.9
CAND_1,TASK_11,81,3,0,98,8,7.7
CAND_29,TASK_12,48,4,3,59,22,5.1
CAND_28,TASK_10,48,0,0,94,8,8.1
CAND_2,TASK_8,82,0,0,92,14,8.0
CAND_29,TASK_3,87,2,0,90,9,7.7
CAND_27,TASK_2,83,0,0,97,14,9.7
CAND_20,TASK_3,40,3,0,93,11,8.1
CAND_18,TASK_13,74,0,0,91,14,8.1
CAND_1,TASK_13,68,3,0,89,6,9.0
CAND_41,TASK_9,59,3,0,91,14,9.5
CAND_45,TASK_9,44,1,0,85,5,7.4
CAND_35,TASK_12,68,3,0,89,12,8.7
CAND_7,TASK_8,65,2,0,87,11,9.7
CAND_20,TASK_15,44,0,0,98,8,9.5
CAND_19,TASK_16,89,3,0,97,12,7.6
CAND_15,TASK_3,78,1,0,96,13,8.1
CAND_36,TASK_2,76,0,0,87,12,9.5
CAND_34,TASK_17,68,3,0,92,14,9.5
CAND_5,TASK_9,62,0,0,92,8,8.3
CAND_39,TASK_6,45,0,0,93,14,7.6
CAND_22,TASK_15,60,0,0,88,7,9.6
CAND_36,TASK_15,43,3,0,96,10,9.2
CAND_30,TASK_5,80,0,0,97,11,8.8
CAND_48,TASK_15,64,3,0,95,7,7.5
CAND_21,TASK_8,75,2,0,100,12,9.3
CAND_10,TASK_2,88,3,0,95,11,8.6
CAND_17,TASK_4,48,0,0,95,14,8.4
CAND_38,TASK_17,57,7,3,64,25,5.0
CAND_41,TASK_2,40,2,0,93,7,8.1
CAND_1,TASK_15,79,2,0,100,11,8.4
CAND_41,TASK_9,62,1,0,91,13,7.8
CAND_3,TASK_17,52,1,0,90,8,9.9
CAND_17,TASK_3,88,3,0,100,11,8.6
CAND_40,TASK_14,24,7,2,58,25,5.4
CAND_29,TASK_19,72,1,0,86,11,7.7
CAND_1,TASK_5,45,0,0,85,5,8.6
CAND_35,TASK_19,66,3,0,90,12,7.5
CAND_31,TASK_4,51,3,0,95,14,9.4
CAND_37,TASK_8,83,2,0,86,12,9.4
CAND_19,TASK_19,16,9,3,42,16,5.3
CAND_49,TASK_12,57,3,0,100,12,7.2
CAND_6,TASK_1,135,8,3,44,25,3.6
CAND_33,TASK_18,44,0,0,96,9,7.2
CAND_2,TASK_15,87,0,0,87,10,8.0
CAND_15,TASK_14,78,3,0,85,8,9.0
CAND_20,TASK_18,62,2,0,100,10,8.8
CAND_29,TASK_10,49,0,0,93,12,7.2
CAND_41,TASK_5,56,1,0,90,14,7.3
CAND_49,TASK_12,57,1,0,88,13,7.6
CAND_35,TASK_16,46,2,0,87,14,8.6
CAND_26,TASK_11,41,3,0,92,14,9.1
CAND_41,TASK_12,78,2,0,97,10,7.2
CAND_34,TASK_3,58,3,0,87,6,7.8
CAND_32,TASK_16,45,2,0,95,14,8.4
CAND_2,TASK_4,45,0,0,95,8,7.7
CAND_15,TASK_19,40,2,0,94,13,7.5
CAND_34,TASK_13,87,0,0,95,12,8.8
CAND_9,TASK_4,67,0,0,85,8,9.8
CAND_46,TASK_10,58,0,0,94,8,9.2
CAND_35,TASK_15,41,9,2,56,24,2.0
CAND_19,TASK_17,54,3,0,97,13,8.3
CAND_49,TASK_15,52,4,1,59,27,2.4
CAND_5,TASK_11,71,3,0,99,5,7.6
CAND_33,TASK_11,87,1,0,92,6,9.2
CAND_38,TASK_19,55,1,0,98,11,9.5
CAND_10,TASK_6,75,2,0,99,12,7.6
CAND_42,TASK_17,40,2,0,92,12,7.2
CAND_28,TASK_1,82,8,2,64,21,3.1
CAND_2,TASK_11,76,0,0,86,12,9.4
CAND_43,TASK_5,132,7,2,79,18,4.1
CAND_11,TASK_13,54,3,0,86,6,8.5
CAND_24,TASK_4,43,1,0,100,11,7.2
CAND_38,TASK_18,67,2,0,85,11,9.1
CAND_5,TASK_17,40,1,0,90,9,7.5
CAND_20,TASK_19,101,8,2,46,17,5.3
CAND_27,TASK_10,74,3,0,89,5,7.9
CAND_25,TASK_13,62,0,0,89,14,9.5
CAND_42,TASK_17,85,3,0,91,9,8.0
CAND_9,TASK_6,81,1,0,91,5,8.0
CAND_5,TASK_10,84,2,0,91,10,8.6
CAND_30,TASK_9,62,0,0,96,11,8.4
CAND_46,TASK_15,68,2,0,89,11,7.5
CAND_21,TASK_2,87,2,0,97,5,9.2
CAND_33,TASK_17,76,1,0,96,6,7.9
CAND_10,TASK_15,82,3,0,94,7,7.7
CAND_14,TASK_7,75,1,0,93,14,8.8
CAND_28,TASK_8,86,1,0,99,7,8.0
CAND_19,TASK_3,82,0,0,93,5,8.3
CAND_34,TASK_19,49,3,0,99,14,7.5
CAND_29,TASK_7,138,5,1,52,15,4.0
CAND_26,TASK_17,63,1,0,85,11,7.3
CAND_1,TASK_17,42,2,0,94,5,9.9
CAND_15,TASK_11,71,4,3,64,25,3.9
CAND_9,TASK_1,71,1,0,96,13,9.2
CAND_41,TASK_7,102,4,2,55,23,3.9
CAND_45,TASK_15,53,0,0,87,7,9.6
CAND_48,TASK_2,140,6,1,69,23,5.2
CAND_40,TASK_4,71,3,0,90,10,8.2
CAND_18,TASK_2,54,3,0,88,13,9.9
CAND_42,TASK_3,52,0,0,90,8,10.0
CAND_4,TASK_11,92,6,2,53,22,2.3
CAND_49,TASK_9,70,2,0,100,6,9.0
CAND_15,TASK_16,67,2,0,96,6,9.3
CAND_37,TASK_16,64,3,0,92,13,8.8
CAND_35,TASK_5,84,1,0,91,14,9.3
CAND_28,TASK_6,58,3,0,96,11,9.0
CAND_21,TASK_4,68,1,0,85,11,8.8
CAND_12,TASK_10,81,0,0,89,10,9.3
CAND_40,TASK_13,52,2,0,90,12,8.8
CAND_15,TASK_16,41,1,0,98,14,8.5
CAND_26,TASK_18,56,1,0,86,6,8.1
CAND_38,TASK_3,71,11,1,77,23,3.1
CAND_13,TASK_4,69,0,0,85,9,9.1
CAND_15,TASK_4,46,1,0,94,11,9.3
CAND_37,TASK_12,71,2,0,91,10,9.4
CAND_21,TASK_3,37,11,1,76,29,3.1
CAND_48,TASK_6,54,0,0,96,12,9.6
CAND_29,TASK_7,64,3,0,98,12,8.0
CAND_11,TASK_1,79,0,0,90,6,9.5
CAND_31,TASK_10,77,3,0,95,8,9.7
CAND_16,TASK_13,42,0,0,95,7,8.7
CAND_11,TASK_16,88,2,0,88,9,9.4
CAND_32,TASK_4,74,1,0,90,12,8.9
CAND_16,TASK_5,71,2,0,99,14,8.7
CAND_29,TASK_19,60,0,0,94,7,8.7
CAND_19,TASK_11,82,1,0,94,13,7.7
CAND_5,TASK_19,85,1,0,91,9,8.9
CAND_42,TASK_6,60,3,0,86,8,9.6
CAND_18,TASK_11,64,1,0,95,6,8.1
CAND_25,TASK_9,60,3,0,89,11,9.1
CAND_4,TASK_1,49,1,0,87,5,8.9
CAND_47,TASK_17,54,3,0,96,10,8.4
CAND_48,TASK_1,68,1,0,98,6,7.1
CAND_30,TASK_6,82,2,0,96,12,9.4
CAND_13,TASK_2,42,3,0,92,14,8.2
CAND_26,TASK_11,76,0,0,90,6,9.8
CAND_29,TASK_8,47,3,0,92,10,9.1
CAND_16,TASK_14,65,1,0,85,8,9.6
CAND_23,TASK_9,82,2,0,100,12,7.6
CAND_47,TASK_8,74,2,0,88,9,9.7
CAND_12,TASK_17,54,2,0,89,8,8.0
CAND_34,TASK_18,56,3,0,94,7,8.7
CAND_38,TASK_10,46,3,0,94,6,8.4
CAND_37,TASK_8,71,3,0,99,9,8.6
CAND_11,TASK_14,47,3,0,96,12,7.5
CAND_39,TASK_17,47,0,0,98,12,7.4
CAND_22,TASK_4,75,0,0,97,8,7.6
CAND_23,TASK_2,70,1,0,100,10,9.6
CAND_10,TASK_8,70,2,0,95,9,8.4
CAND_31,TASK_10,137,9,3,62,15,3.8
CAND_13,TASK_16,81,0,0,92,6,8.4
CAND_42,TASK_15,57,2,0,96,12,9.0
CAND_32,TASK_9,54,2,0,91,11,8.7
CAND_16,TASK_9,79,3,0,94,9,8.5
CAND_35,TASK_16,51,3,0,90,7,9.0
CAND_25,TASK_8,57,3,0,91,11,8.4
CAND_19,TASK_13,52,0,0,85,5,7.5
CAND_25,TASK_13,99,9,3,43,26,4.2
CAND_30,TASK_3,71,2,0,90,10,9.6
CAND_22,TASK_6,67,2,0,97,10,9.5
CAND_32,TASK_3,47,2,0,92,13,9.4
CAND_29,TASK_5,49,2,0,100,5,9.2
CAND_39,TASK_4,64,2,0,93,9,9.6
CAND_20,TASK_13,52,0,0,99,14,9.4
CAND_24,TASK_8,90,9,1,40,29,2.8
CAND_47,TASK_13,118,10,2,47,22,5.7
CAND_2,TASK_18,78,0,0,85,13,9.1
CAND_30,TASK_18,56,1,0,91,6,8.2
CAND_17,TASK_8,52,2,0,89,9,7.1
CAND_44,TASK_1,58,3,0,99,13,8.4
CAND_11,TASK_2,48,1,0,99,5,9.4
CAND_8,TASK_8,55,0,0,100,5,9.3
CAND_42,TASK_19,66,1,0,96,5,8.8
CAND_29,TASK_8,50,2,0,95,5,7.6
CAND_37,TASK_13,62,3,0,90,10,7.2
CAND_24,TASK_17,47,0,0,85,7,8.3
CAND_17,TASK_6,124,5,3,79,17,4.5
CAND_37,TASK_19,58,3,0,90,6,8.9
CAND_32,TASK_17,77,9,2,75,24,3.8
CAND_35,TASK_14,80,3,0,91,7,7.9
CAND_48,TASK_8,113,11,3,67,15,2.4
CAND_4,TASK_6,72,2,0,96,12,9.8
CAND_24,TASK_14,83,2,0,93,12,8.8
CAND_42,TASK_9,34,10,2,42,24,2.0
CAND_3,TASK_5,65,3,0,100,12,8.7
CAND_12,TASK_9,42,1,0,95,5,7.0
CAND_20,TASK_12,83,1,0,99,6,9.6
CAND_25,TASK_2,62,3,0,91,11,7.3
CAND_22,TASK_1,140,5,1,64,18,5.3
CAND_15,TASK_14,77,0,0,99,14,7.9
CAND_6,TASK_17,64,0,0,92,13,8.2
CAND_21,TASK_3,116,11,3,62,18,4.3
CAND_10,TASK_17,61,3,0,91,7,8.2
CAND_37,TASK_13,47,2,0,95,9,7.3
CAND_2,TASK_1,77,0,0,89,13,9.7
CAND_8,TASK_9,79,3,0,87,11,7.5
CAND_34,TASK_12,78,2,0,94,9,7.7
CAND_1,TASK_1,40,2,0,90,12,10.0
CAND_22,TASK_6,81,1,0,94,9,9.2
CAND_13,TASK_17,108,8,2,56,15,4.2
CAND_14,TASK_15,77,0,0,100,10,8.7
CAND_13,TASK_17,47,0,0,99,10,9.3
CAND_5,TASK_17,70,0,0,92,7,7.1
CAND_18,TASK_4,35,10,1,65,18,3.0
CAND_15,TASK_19,56,0,0,98,11,8.3
CAND_19,TASK_4,82,2,0,96,7,7.2
CAND_1,TASK_3,131,11,1,56,21,3.0
CAND_14,TASK_5,71,3,0,97,10,9.0
CAND_16,TASK_16,87,2,0,99,8,8.7
CAND_8,TASK_15,43,0,0,94,6,8.7
CAND_16,TASK_3,54,5,3,78,24,3.3
CAND_29,TASK_7,69,1,0,90,6,7.1
CAND_6,TASK_14,73,2,0,98,11,9.5
CAND_42,TASK_18,83,3,0,97,11,8.5
CAND_20,TASK_6,54,3,0,94,13,7.9
CAND_43,TASK_17,87,3,0,95,7,9.5
CAND_19,TASK_5,71,3,0,99,8,7.7
CAND_1,TASK_16,71,1,0,92,10,8.3
CAND_12,TASK_14,50,0,0,95,14,7.1
CAND_10,TASK_19,72,1,0,85,13,7.6
CAND_30,TASK_2,86,0,0,99,8,8.6
CAND_42,TASK_14,84,3,0,100,13,9.4
CAND_35,TASK_16,69,2,0,99,13,7.2
CAND_45,TASK_7,19,6,3,50,19,5.3
CAND_42,TASK_18,56,3,0,98,6,9.8
CAND_26,TASK_16,50,3,0,85,7,8.2
CAND_13,TASK_4,45,0,0,96,14,8.8
CAND_27,TASK_15,78,1,0,86,14,7.8
CAND_40,TASK_12,47,2,0,99,11,8.6
CAND_17,TASK_4,52,1,0,95,5,7.7
CAND_28,TASK_15,60,3,0,89,14,7.3
CAND_10,TASK_7,51,0,0,98,11,7.6
CAND_15,TASK_4,84,3,0,96,9,9.2
CAND_21,TASK_5,86,1,0,88,7,7.6
CAND_36,TASK_2,66,2,0,88,8,9.2
CAND_36,TASK_13,61,3,0,100,6,7.2
CAND_22,TASK_15,58,2,0,86,10,7.8
CAND_6,TASK_15,75,0,0,91,7,8.2
CAND_18,TASK_5,54,0,0,88,13,8.6
CAND_4,TASK_12,59,2,0,98,9,7.2
CAND_7,TASK_4,73,0,0,94,13,7.5
CAND_31,TASK_19,58,1,0,98,7,8.7
CAND_10,TASK_2,70,0,0,100,6,8.3
CAND_16,TASK_14,41,3,0,92,5,8.5
CAND_21,TASK_4,78,0,0,99,12,9.5
