candidate_id,task_id,completion_time,errors_count,safety_violations,test_cases_passed,code_complexity,review_score
CAND_46,TASK_6,151,0,2,80,13,7.05
CAND_9,TASK_7,198,4,3,70,5,6.11
CAND_19,TASK_2,110,11,7,9,7,1.47
CAND_19,TASK_19,89,9,2,47,6,4.16
CAND_5,TASK_12,143,12,4,18,13,1.34
CAND_12,TASK_15,155,8,4,36,14,3.88
CAND_1,TASK_3,126,4,3,70,5,7.46
CAND_42,TASK_13,185,8,0,69,12,7.16
CAND_5,TASK_8,173,10,6,22,12,2.73
CAND_23,TASK_2,45,4,0,81,9,7.44
CAND_18,TASK_3,138,4,4,53,11,5.96
CAND_45,TASK_7,39,5,7,38,6,3.01
CAND_46,TASK_15,97,6,1,68,9,7.58
CAND_36,TASK_8,116,2,2,79,9,8.66
CAND_44,TASK_6,78,3,1,83,11,9.13
CAND_37,TASK_14,182,2,0,89,6,8.93
CAND_36,TASK_9,99,0,0,100,13,9.71
CAND_25,TASK_11,73,2,1,82,12,8.78
CAND_1,TASK_16,80,8,7,19,8,2.62
CAND_36,TASK_19,175,11,3,35,6,3.67
CAND_21,TASK_5,143,3,4,65,9,6.9
CAND_20,TASK_14,186,6,5,37,9,3.9
CAND_47,TASK_13,116,0,3,78,6,8.21
CAND_35,TASK_3,174,7,4,38,8,3.04
CAND_35,TASK_15,27,1,4,67,11,6.69
CAND_30,TASK_19,86,4,3,62,14,5.63
CAND_46,TASK_19,32,9,0,63,12,7.1
CAND_33,TASK_5,85,4,4,58,7,5.93
CAND_9,TASK_1,73,1,5,66,9,5.97
CAND_23,TASK_15,74,6,2,63,7,5.53
CAND_24,TASK_11,190,7,1,60,11,5.31
CAND_35,TASK_18,110,9,1,54,6,5.36
CAND_45,TASK_15,182,5,1,74,7,7.38
CAND_38,TASK_9,52,3,2,78,7,8.12
CAND_23,TASK_3,141,11,5,26,5,3.03
CAND_15,TASK_14,82,0,4,76,6,7.57
CAND_9,TASK_8,59,3,7,40,14,3.52
CAND_45,TASK_18,151,5,1,77,13,7.66
CAND_22,TASK_6,77,3,3,62,7,5.99
CAND_41,TASK_9,55,6,7,30,5,3.69
CAND_21,TASK_8,86,14,6,1,9,0.0
CAND_43,TASK_9,196,2,0,91,9,8.69
CAND_32,TASK_5,197,2,5,59,7,5.72
CAND_39,TASK_3,23,2,1,90,5,9.64
CAND_23,TASK_10,191,10,1,56,10,5.95
CAND_36,TASK_3,43,7,2,64,8,7.05
CAND_12,TASK_14,174,7,3,57,8,6.62
CAND_12,TASK_13,175,1,0,89,14,8.17
CAND_44,TASK_10,48,5,3,56,14,5.11
CAND_16,TASK_7,103,3,2,73,10,8.17
CAND_15,TASK_8,92,0,2,85,14,7.9
CAND_45,TASK_18,169,7,4,43,5,4.44
CAND_39,TASK_6,69,9,6,25,13,2.41
CAND_15,TASK_6,107,7,3,54,10,4.54
CAND_11,TASK_13,112,9,3,50,5,4.82
CAND_20,TASK_1,187,4,6,48,12,3.99
CAND_9,TASK_15,162,3,6,49,13,4.23
CAND_48,TASK_1,171,10,6,25,6,2.63
CAND_43,TASK_3,70,2,3,75,7,7.07
CAND_41,TASK_14,132,4,3,69,9,6.33
CAND_30,TASK_13,193,10,1,57,11,4.82
CAND_30,TASK_13,121,9,0,57,12,5.38
CAND_27,TASK_8,119,8,7,29,6,2.84
CAND_20,TASK_9,129,13,5,14,12,0.7
CAND_45,TASK_8,65,3,2,80,14,7.68
CAND_11,TASK_1,114,0,7,57,11,5.2
CAND_17,TASK_2,86,0,7,49,5,4.32
CAND_12,TASK_8,28,7,3,49,6,4.6
CAND_14,TASK_6,25,2,7,49,9,4.89
CAND_4,TASK_4,170,9,6,18,8,1.24
CAND_36,TASK_1,115,11,5,17,10,2.35
CAND_30,TASK_3,118,2,4,61,7,6.04
CAND_6,TASK_17,77,6,6,42,12,3.66
CAND_19,TASK_1,86,10,0,56,9,5.09
CAND_47,TASK_5,88,2,2,76,13,8.28
CAND_37,TASK_5,44,4,1,73,11,7.9
CAND_6,TASK_11,185,12,4,22,10,1.66
CAND_15,TASK_5,178,6,3,53,11,5.45
CAND_30,TASK_18,64,5,4,59,9,5.26
CAND_42,TASK_7,129,7,5,33,12,3.14
CAND_21,TASK_18,132,1,0,94,6,8.77
CAND_41,TASK_6,169,2,1,82,10,8.69
CAND_43,TASK_10,158,3,7,49,12,5.9
CAND_31,TASK_10,92,9,6,31,6,2.73
CAND_41,TASK_15,62,10,1,55,11,5.33
CAND_11,TASK_9,136,14,4,21,6,1.63
CAND_28,TASK_18,83,10,0,56,14,6.34
CAND_36,TASK_17,192,3,7,49,9,5.79
CAND_6,TASK_15,108,4,1,80,13,7.52
CAND_13,TASK_17,193,9,0,59,12,5.31
CAND_8,TASK_2,100,10,5,27,13,1.83
CAND_45,TASK_2,172,6,4,44,5,3.52
CAND_18,TASK_10,106,12,6,14,8,1.15
CAND_41,TASK_3,127,14,5,4,11,0.0
CAND_43,TASK_18,114,0,5,72,5,7.64
CAND_45,TASK_12,146,13,0,49,7,5.08
CAND_26,TASK_12,24,10,2,47,12,5.14
CAND_18,TASK_19,27,14,0,46,12,4.57
CAND_4,TASK_12,114,6,4,45,5,4.02
CAND_46,TASK_6,22,6,3,56,9,5.38
CAND_22,TASK_10,188,4,1,78,11,7.04
CAND_21,TASK_2,91,11,3,28,14,1.93
CAND_35,TASK_9,198,13,6,13,5,0.78
CAND_6,TASK_6,158,7,2,53,8,5.08
CAND_32,TASK_2,80,10,5,21,6,2.53
CAND_20,TASK_11,155,7,2,50,11,5.11
CAND_44,TASK_2,43,1,2,74,11,7.46
CAND_2,TASK_14,147,0,5,73,7,6.76
CAND_7,TASK_5,62,3,7,43,13,4.89
CAND_15,TASK_14,79,3,2,70,5,7.77
CAND_2,TASK_9,139,5,4,47,13,4.63
CAND_22,TASK_13,124,3,3,65,5,6.11
CAND_32,TASK_15,118,5,7,31,12,3.98
CAND_10,TASK_1,149,13,0,39,5,3.41
CAND_28,TASK_11,109,8,2,52,6,4.44
CAND_7,TASK_9,27,12,6,12,8,1.51
CAND_46,TASK_8,189,4,6,50,5,5.07
CAND_14,TASK_14,137,0,3,85,13,9.43
CAND_40,TASK_17,167,0,4,74,11,7.06
CAND_4,TASK_6,56,5,1,71,12,7.83
CAND_45,TASK_13,26,3,4,63,9,6.66
CAND_44,TASK_1,134,4,3,59,5,4.9
CAND_18,TASK_19,96,8,7,20,8,2.37
CAND_3,TASK_10,183,14,1,40,11,3.96
CAND_12,TASK_7,70,5,3,62,6,6.38
CAND_5,TASK_10,83,2,6,57,8,4.75
CAND_23,TASK_8,149,6,7,36,11,4.04
CAND_3,TASK_15,37,10,5,21,13,2.56
CAND_14,TASK_16,133,1,0,100,10,10.0
CAND_18,TASK_15,71,0,1,93,8,10.0
CAND_13,TASK_18,141,3,3,73,7,6.9
CAND_1,TASK_2,188,7,6,33,9,2.44
CAND_27,TASK_14,66,2,4,70,8,6.61
CAND_24,TASK_13,198,2,5,66,14,7.52
CAND_35,TASK_8,159,7,5,35,10,3.06
CAND_35,TASK_1,97,12,7,7,6,0.0
CAND_41,TASK_9,57,2,4,63,14,7.1
CAND_14,TASK_18,64,0,5,72,10,7.39
CAND_40,TASK_4,191,1,7,53,12,5.34
CAND_13,TASK_17,168,6,5,48,11,5.75
CAND_26,TASK_17,38,5,1,64,5,6.33
CAND_18,TASK_6,26,8,0,63,12,7.02
CAND_23,TASK_1,187,6,2,63,9,5.97
CAND_27,TASK_10,138,12,5,17,7,2.44
CAND_25,TASK_6,60,2,1,90,5,8.11
CAND_20,TASK_9,25,13,1,32,8,3.17
CAND_25,TASK_4,119,11,1,49,6,3.91
CAND_18,TASK_13,75,3,0,83,10,7.91
CAND_4,TASK_5,197,1,4,67,9,7.52
CAND_16,TASK_2,24,7,2,51,6,5.54
CAND_28,TASK_18,111,10,4,40,7,4.3
CAND_31,TASK_6,176,2,5,57,13,5.77
CAND_44,TASK_14,91,11,7,13,12,1.25
CAND_13,TASK_2,197,11,2,37,10,3.68
CAND_19,TASK_8,55,4,6,44,12,4.2
CAND_9,TASK_17,190,2,6,47,9,4.72
CAND_40,TASK_12,56,6,3,48,14,3.84
CAND_27,TASK_6,119,4,6,41,8,3.2
CAND_30,TASK_14,120,9,0,65,14,6.22
CAND_4,TASK_17,71,6,0,73,7,7.32
CAND_32,TASK_17,35,3,2,71,11,6.31
CAND_16,TASK_1,22,5,5,40,6,4.14
CAND_17,TASK_8,85,8,1,54,11,4.47
CAND_35,TASK_15,96,0,5,70,8,6.13
CAND_30,TASK_13,86,2,5,62,12,6.79
CAND_28,TASK_2,159,6,6,33,7,3.54
CAND_41,TASK_19,110,0,1,93,10,9.24
CAND_34,TASK_16,161,1,3,73,10,8.18
CAND_2,TASK_9,99,3,5,61,12,5.96
CAND_18,TASK_18,131,14,1,38,12,3.88
CAND_43,TASK_6,61,3,5,56,5,4.76
CAND_25,TASK_16,88,9,4,35,11,3.77
CAND_29,TASK_7,152,8,6,35,6,3.2
CAND_16,TASK_1,120,6,2,59,12,6.1
CAND_14,TASK_4,24,14,0,43,11,3.93
CAND_16,TASK_6,190,7,5,42,7,4.01
CAND_36,TASK_5,23,7,1,57,12,4.81
CAND_49,TASK_19,148,4,4,62,6,6.17
CAND_46,TASK_3,26,11,3,40,7,4.23
CAND_20,TASK_16,181,8,2,52,10,5.79
CAND_1,TASK_18,192,9,2,51,8,5.14
CAND_40,TASK_9,95,4,4,54,14,5.53
CAND_39,TASK_15,141,4,0,80,13,7.7
CAND_42,TASK_5,22,3,3,62,12,7.08
CAND_49,TASK_9,83,8,6,24,5,2.21
CAND_12,TASK_13,107,2,6,51,11,5.31
CAND_33,TASK_6,116,9,1,56,5,5.3
CAND_10,TASK_13,141,11,2,44,7,4.53
CAND_31,TASK_16,124,14,4,13,8,1.57
CAND_2,TASK_18,29,1,3,74,6,7.31
CAND_25,TASK_19,86,1,2,82,13,7.37
CAND_19,TASK_2,84,7,5,33,12,2.52
CAND_28,TASK_17,50,0,1,84,8,8.34
CAND_14,TASK_1,176,6,5,40,10,3.54
CAND_16,TASK_8,54,12,3,28,5,3.34
CAND_40,TASK_5,182,8,5,32,8,3.15
CAND_45,TASK_18,132,9,0,59,10,6.24
CAND_43,TASK_16,45,3,0,86,10,9.5
CAND_15,TASK_16,74,6,2,55,8,6.2
CAND_31,TASK_13,175,5,6,40,7,3.46
CAND_19,TASK_2,195,12,3,38,11,3.27
CAND_24,TASK_19,37,1,1,81,11,7.32
CAND_25,TASK_5,57,6,3,62,8,6.04
CAND_22,TASK_1,58,2,2,74,11,7.16
CAND_28,TASK_5,140,0,5,63,10,5.32
CAND_47,TASK_3,159,11,0,57,6,6.02
CAND_31,TASK_7,97,13,0,47,13,4.35
CAND_6,TASK_3,105,10,7,17,13,2.35
CAND_37,TASK_4,111,5,7,33,10,3.34
CAND_28,TASK_16,133,7,3,45,14,4.47
CAND_42,TASK_6,126,10,7,18,7,1.76
CAND_41,TASK_2,163,9,0,63,7,5.34
CAND_15,TASK_10,110,12,5,20,6,1.21
CAND_44,TASK_14,34,4,7,42,14,4.77
CAND_16,TASK_1,28,7,2,63,10,5.7
CAND_16,TASK_2,43,8,2,53,8,5.05
CAND_7,TASK_12,26,4,0,82,11,8.12
CAND_35,TASK_14,127,1,1,83,6,8.2
CAND_3,TASK_10,129,11,5,20,13,1.45
CAND_12,TASK_3,35,2,1,82,11,7.86
CAND_30,TASK_5,169,13,6,6,14,0.41
CAND_1,TASK_3,93,6,7,36,8,3.8
CAND_39,TASK_13,106,9,4,43,9,4.39
CAND_9,TASK_8,127,11,0,47,14,5.58
CAND_49,TASK_14,127,7,5,38,10,3.35
CAND_49,TASK_2,156,9,2,51,5,4.81
CAND_36,TASK_13,169,5,1,69,13,7.52
CAND_8,TASK_1,90,9,0,68,12,5.93
CAND_26,TASK_18,134,9,4,43,9,5.03
CAND_37,TASK_5,79,7,5,36,13,3.55
CAND_34,TASK_11,67,11,1,46,8,3.65
CAND_12,TASK_1,34,5,4,56,8,6.2
CAND_28,TASK_11,92,10,6,14,11,1.64
CAND_21,TASK_9,40,12,5,18,14,2.23
CAND_10,TASK_14,139,9,5,33,10,3.04
CAND_5,TASK_13,35,13,3,30,10,3.67
CAND_8,TASK_16,186,0,3,82,6,8.28
CAND_16,TASK_8,175,1,1,90,12,9.81
CAND_23,TASK_16,134,12,1,36,9,2.99
CAND_41,TASK_4,167,0,7,60,6,6.4
CAND_39,TASK_11,51,12,1,47,9,5.61
CAND_30,TASK_15,64,8,1,61,10,6.01
CAND_13,TASK_17,109,13,5,21,5,2.25
CAND_33,TASK_12,120,14,4,12,9,0.35
CAND_35,TASK_12,192,0,7,49,6,5.01
CAND_30,TASK_11,108,1,0,94,6,9.98
CAND_4,TASK_19,90,13,1,41,5,3.27
CAND_11,TASK_2,74,7,6,34,10,4.15
CAND_33,TASK_11,156,13,3,24,7,2.22
CAND_21,TASK_19,115,3,7,36,7,2.73
CAND_13,TASK_9,132,8,3,42,13,4.95
CAND_37,TASK_13,161,2,4,63,11,6.43
CAND_8,TASK_18,54,9,2,54,5,5.49
CAND_7,TASK_12,135,4,3,69,7,6.33
CAND_40,TASK_7,119,8,3,49,14,4.84
CAND_31,TASK_5,118,3,5,52,12,4.49
CAND_19,TASK_9,187,7,1,70,7,6.53
CAND_31,TASK_17,113,5,2,58,13,6.13
CAND_38,TASK_16,78,12,1,37,7,3.3
CAND_31,TASK_9,125,0,3,82,6,7.52
CAND_41,TASK_10,53,4,3,69,13,6.05
CAND_26,TASK_4,62,6,5,45,13,3.65
CAND_5,TASK_13,70,5,1,67,7,7.29
CAND_48,TASK_11,108,12,7,3,11,0.78
CAND_7,TASK_12,77,14,2,34,13,4.2
